family,seed,config,outcome,success,collided,reached,time_to_goal,path_length,min_clearance,steps,alpha_max,alpha_escape_frac,slack_max,slack_mean,cbf_active_steps,entrapped_frac,n_obstacles,n_dynamic,feasible
narrowdyn,39,D_cbf,TIMEOUT,0,0,0,40.1,1.5546,0.3362,401,2.0,0.0,0.0,0.0,400,0.0,12,1,1
narrowdyn,39,E_indep,SUCCESS,1,0,1,33.5,6.6728,0.3247,335,2.0,0.0,0.0,0.0,334,0.1677,12,1,1
narrowdyn,39,F_full,SUCCESS,1,0,1,33.5,6.6728,0.3247,335,6.0,0.1677,0.0,0.0,334,0.1677,12,1,1
narrowdyn,39,Fminus_nogap,TIMEOUT,0,0,0,40.1,1.5447,0.3362,401,6.0,0.765,0.0,0.0,400,0.765,12,1,1
utrap,40,A_stock,TIMEOUT,0,0,0,40.1,3.3104,0.3263,401,2.0,0.0,0.0,0.0,0,0.0,12,0,1
utrap,40,C_escape,SUCCESS,1,0,1,29.4,8.8902,0.3259,294,2.0,0.0,0.0,0.0,0,0.3857,12,0,1
utrap,40,D_cbf,TIMEOUT,0,0,0,40.1,3.3105,0.3263,401,2.0,0.0,0.0,0.0,400,0.0,12,0,1
utrap,40,E_indep,SUCCESS,1,0,1,29.4,8.8902,0.3259,294,2.0,0.0,0.0,0.0,293,0.3857,12,0,1
utrap,40,F_full,SUCCESS,1,0,1,29.4,8.8902,0.3259,294,6.0,0.3857,0.0,0.0,293,0.3857,12,0,1
utrap,40,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.2948,0.3288,401,6.0,0.635,0.0,0.0,400,0.635,12,0,1
utrap,41,A_stock,TIMEOUT,0,0,0,40.1,3.1534,0.32,401,2.0,0.0,0.0,0.0,0,0.0,11,0,1
utrap,41,C_escape,SUCCESS,1,0,1,30.6,9.2984,0.32,306,2.0,0.0,0.0,0.0,0,0.4393,11,0,1
utrap,41,D_cbf,TIMEOUT,0,0,0,40.1,3.1534,0.32,401,2.0,0.0,0.0,0.0,400,0.0,11,0,1
utrap,41,E_indep,SUCCESS,1,0,1,30.6,9.2993,0.32,306,2.0,0.0,0.0,0.0,305,0.4393,11,0,1
utrap,41,F_full,SUCCESS,1,0,1,30.6,9.2993,0.32,306,6.0,0.4393,0.0,0.0,305,0.4393,11,0,1
utrap,41,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.1677,0.32,401,6.0,0.61,0.0,0.0,400,0.61,11,0,1
dynamic,42,A_stock,SUCCESS,1,0,1,24.5,6.8277,0.252,245,2.0,0.0,0.0,0.0,0,0.0,3,2,1
dynamic,42,C_escape,SUCCESS,1,0,1,25.1,6.9119,0.252,251,2.0,0.0,0.0,0.0,0,0.06,3,2,1
dynamic,42,D_cbf,SUCCESS,1,0,1,24.4,6.768,0.2653,244,2.0,0.0,0.000329,3e-06,243,0.0,3,2,1
dynamic,42,E_indep,SUCCESS,1,0,1,24.8,6.824,0.2653,248,2.0,0.0,0.000329,3e-06,247,0.0567,3,2,1
dynamic,42,F_full,SUCCESS,1,0,1,24.8,6.824,0.2653,248,6.0,0.0567,0.000329,3e-06,247,0.0567,3,2,1
dynamic,42,Fminus_nogap,SUCCESS,1,0,1,24.4,6.767,0.2653,244,6.0,0.0494,0.000329,3e-06,243,0.0494,3,2,1
clutter,41,A_stock,TIMEOUT,0,0,0,40.1,2.3754,0.324,401,2.0,0.0,0.0,0.0,0,0.0,7,0,1
clutter,41,C_escape,TIMEOUT,0,0,0,40.1,2.4063,0.324,401,2.0,0.0,0.0,0.0,0,0.7025,7,0,1
clutter,41,D_cbf,TIMEOUT,0,0,0,40.1,2.3754,0.324,401,2.0,0.0,0.0,0.0,400,0.0,7,0,1
clutter,41,E_indep,TIMEOUT,0,0,0,40.1,2.4063,0.324,401,2.0,0.0,0.0,0.0,400,0.7025,7,0,1
clutter,41,F_full,TIMEOUT,0,0,0,40.1,2.4063,0.324,401,6.0,0.7025,0.0,0.0,400,0.7025,7,0,1
clutter,41,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.2994,0.324,401,6.0,0.6725,0.0,0.0,400,0.6725,7,0,1
clutter,43,A_stock,SUCCESS,1,0,1,13.1,4.9401,0.5809,131,2.0,0.0,0.0,0.0,0,0.0,5,0,1
clutter,43,C_escape,SUCCESS,1,0,1,13.1,4.9401,0.5809,131,2.0,0.0,0.0,0.0,0,0.0,5,0,1
clutter,43,D_cbf,SUCCESS,1,0,1,13.1,4.9401,0.5809,131,2.0,0.0,0.0,0.0,130,0.0,5,0,1
clutter,43,E_indep,SUCCESS,1,0,1,13.1,4.9401,0.5809,131,2.0,0.0,0.0,0.0,130,0.0,5,0,1
clutter,43,F_full,SUCCESS,1,0,1,13.1,4.9401,0.5809,131,2.0,0.0,0.0,0.0,130,0.0,5,0,1
clutter,43,Fminus_nogap,SUCCESS,1,0,1,13.1,4.9401,0.5809,131,2.0,0.0,0.0,0.0,130,0.0,5,0,1
utrap,42,A_stock,TIMEOUT,0,0,0,40.1,2.7243,0.3233,401,2.0,0.0,0.0,0.0,0,0.0,11,0,1
utrap,42,C_escape,SUCCESS,1,0,1,33.0,7.4889,0.3134,330,2.0,0.0,0.0,0.0,0,0.2979,11,0,1
utrap,42,D_cbf,TIMEOUT,0,0,0,40.1,2.7243,0.3233,401,2.0,0.0,0.0,0.0,400,0.0,11,0,1
utrap,42,E_indep,SUCCESS,1,0,1,33.0,7.4889,0.3134,330,2.0,0.0,0.0,0.0,329,0.2979,11,0,1
utrap,42,F_full,SUCCESS,1,0,1,33.0,7.4889,0.3134,330,6.0,0.2979,0.0,0.0,329,0.2979,11,0,1
utrap,42,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.7071,0.3233,401,6.0,0.7225,0.0,0.0,400,0.7225,11,0,1
narrowdyn,43,A_stock,COLLISION,0,1,0,6.9,2.4276,-0.0183,69,2.0,0.0,0.0,0.0,0,0.0,12,2,1
narrowdyn,43,C_escape,COLLISION,0,1,0,6.9,2.4276,-0.0183,69,2.0,0.0,0.0,0.0,0,0.0,12,2,1
narrowdyn,43,D_cbf,COLLISION,0,1,0,6.9,2.3511,-0.0036,69,2.0,0.0,0.000392,1.7e-05,68,0.0,12,2,1
narrowdyn,43,E_indep,COLLISION,0,1,0,6.9,2.3511,-0.0036,69,2.0,0.0,0.000392,1.7e-05,68,0.0,12,2,1
narrowdyn,43,F_full,COLLISION,0,1,0,6.9,2.3511,-0.0036,69,2.0,0.0,0.000392,1.7e-05,68,0.0,12,2,1
narrowdyn,43,Fminus_nogap,COLLISION,0,1,0,6.9,2.3511,-0.0036,69,2.0,0.0,0.000392,1.7e-05,68,0.0,12,2,1
dynamic,43,A_stock,SUCCESS,1,0,1,28.7,9.3253,0.1535,287,2.0,0.0,0.0,0.0,0,0.0,3,2,1
dynamic,43,C_escape,SUCCESS,1,0,1,25.8,8.2349,0.1535,258,2.0,0.0,0.0,0.0,0,0.1868,3,2,1
dynamic,43,D_cbf,SUCCESS,1,0,1,25.8,8.0221,0.2201,258,2.0,0.0,0.00021,1e-06,257,0.0,3,2,1
dynamic,43,E_indep,SUCCESS,1,0,1,25.2,7.8912,0.2201,252,2.0,0.0,0.00021,2e-06,251,0.1633,3,2,1
dynamic,43,F_full,SUCCESS,1,0,1,25.2,7.8808,0.2201,252,6.0,0.1633,0.00021,1e-06,251,0.1633,3,2,1
dynamic,43,Fminus_nogap,SUCCESS,1,0,1,25.8,8.0236,0.2201,258,6.0,0.1829,0.00021,1e-06,257,0.1829,3,2,1
clutter,42,A_stock,TIMEOUT,0,0,0,40.1,4.1392,0.3039,401,2.0,0.0,0.0,0.0,0,0.0,9,0,1
clutter,42,C_escape,TIMEOUT,0,0,0,40.1,4.1644,0.3039,401,2.0,0.0,0.0,0.0,0,0.6725,9,0,1
clutter,42,D_cbf,TIMEOUT,0,0,0,40.1,4.1383,0.3039,401,2.0,0.0,0.0,0.0,400,0.0,9,0,1
clutter,42,E_indep,TIMEOUT,0,0,0,40.1,4.1677,0.3039,401,2.0,0.0,0.0,0.0,400,0.6725,9,0,1
clutter,42,F_full,TIMEOUT,0,0,0,40.1,4.1677,0.3039,401,6.0,0.6725,0.0,0.0,400,0.6725,9,0,1
clutter,42,Fminus_nogap,TIMEOUT,0,0,0,40.1,4.1574,0.3039,401,6.0,0.6725,0.0,0.0,400,0.6725,9,0,1
narrowdyn,41,A_stock,TIMEOUT,0,0,0,40.1,3.7719,0.2781,401,2.0,0.0,0.0,0.0,0,0.0,13,2,1
narrowdyn,41,C_escape,SUCCESS,1,0,1,32.8,8.6892,0.2781,328,2.0,0.0,0.0,0.0,0,0.4312,13,2,1
narrowdyn,41,D_cbf,TIMEOUT,0,0,0,40.1,3.7408,0.285,401,2.0,0.0,0.000111,2e-06,400,0.0,13,2,1
narrowdyn,41,E_indep,SUCCESS,1,0,1,32.9,8.6812,0.285,329,2.0,0.0,0.000111,1e-06,328,0.4299,13,2,1
narrowdyn,41,F_full,SUCCESS,1,0,1,32.9,8.6812,0.285,329,6.0,0.4299,0.000111,1e-06,328,0.4299,13,2,1
narrowdyn,41,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.7274,0.285,401,6.0,0.585,0.000111,1e-06,400,0.595,13,2,1
dynamic,44,A_stock,SUCCESS,1,0,1,19.6,8.2253,0.1009,196,2.0,0.0,0.0,0.0,0,0.0,3,2,1
dynamic,44,C_escape,SUCCESS,1,0,1,19.6,8.2207,0.1011,196,2.0,0.0,0.0,0.0,0,0.0103,3,2,1
dynamic,44,D_cbf,SUCCESS,1,0,1,19.6,8.2253,0.1009,196,2.0,0.0,2e-06,0.0,195,0.0,3,2,1
dynamic,44,E_indep,SUCCESS,1,0,1,19.6,8.2207,0.1011,196,2.0,0.0,2e-06,0.0,195,0.0103,3,2,1
dynamic,44,F_full,SUCCESS,1,0,1,19.6,8.2207,0.1011,196,6.0,0.0103,2e-06,0.0,195,0.0103,3,2,1
dynamic,44,Fminus_nogap,SUCCESS,1,0,1,19.6,8.2255,0.1009,196,6.0,0.0103,2e-06,0.0,195,0.0103,3,2,1
utrap,43,A_stock,TIMEOUT,0,0,0,40.1,3.3379,0.3329,401,2.0,0.0,0.0,0.0,0,0.0,10,0,1
utrap,43,C_escape,SUCCESS,1,0,1,27.5,8.8878,0.3111,275,2.0,0.0,0.0,0.0,0,0.3796,10,0,1
utrap,43,D_cbf,TIMEOUT,0,0,0,40.1,3.3379,0.3329,401,2.0,0.0,0.0,0.0,400,0.0,10,0,1
utrap,43,E_indep,SUCCESS,1,0,1,27.5,8.8878,0.3111,275,2.0,0.0,0.0,0.0,274,0.3796,10,0,1
utrap,43,F_full,SUCCESS,1,0,1,27.5,8.8878,0.3111,275,6.0,0.3796,0.0,0.0,274,0.3796,10,0,1
utrap,43,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.377,0.3329,401,6.0,0.7425,0.0,0.0,400,0.7425,10,0,1
clutter,45,A_stock,SUCCESS,1,0,1,14.2,5.4227,0.3605,142,2.0,0.0,0.0,0.0,0,0.0,6,0,1
clutter,45,C_escape,SUCCESS,1,0,1,14.2,5.4227,0.3605,142,2.0,0.0,0.0,0.0,0,0.0,6,0,1
clutter,45,D_cbf,SUCCESS,1,0,1,14.2,5.4227,0.3605,142,2.0,0.0,0.0,0.0,141,0.0,6,0,1
clutter,45,E_indep,SUCCESS,1,0,1,14.2,5.4227,0.3605,142,2.0,0.0,0.0,0.0,141,0.0,6,0,1
clutter,45,F_full,SUCCESS,1,0,1,14.2,5.4227,0.3605,142,2.0,0.0,0.0,0.0,141,0.0,6,0,1
clutter,45,Fminus_nogap,SUCCESS,1,0,1,14.2,5.4227,0.3605,142,2.0,0.0,0.0,0.0,141,0.0,6,0,1
narrowdyn,42,A_stock,TIMEOUT,0,0,0,40.1,2.7243,0.3233,401,2.0,0.0,0.0,0.0,0,0.0,13,2,1
narrowdyn,42,C_escape,SUCCESS,1,0,1,33.3,7.5568,0.3137,333,2.0,0.0,0.0,0.0,0,0.3102,13,2,1
narrowdyn,42,D_cbf,TIMEOUT,0,0,0,40.1,2.7243,0.3233,401,2.0,0.0,0.0,0.0,400,0.0,13,2,1
narrowdyn,42,E_indep,SUCCESS,1,0,1,33.3,7.5568,0.3137,333,2.0,0.0,1e-06,0.0,332,0.3102,13,2,1
narrowdyn,42,F_full,SUCCESS,1,0,1,33.3,7.5568,0.3137,333,6.0,0.3102,1e-06,0.0,332,0.3102,13,2,1
narrowdyn,42,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.7071,0.3233,401,6.0,0.7225,0.0,0.0,400,0.7225,13,2,1
dynamic,45,A_stock,COLLISION,0,1,0,6.7,2.6937,-0.0123,67,2.0,0.0,0.0,0.0,0,0.0,4,2,1
dynamic,45,C_escape,COLLISION,0,1,0,6.7,2.6937,-0.0123,67,2.0,0.0,0.0,0.0,0,0.0,4,2,1
dynamic,45,D_cbf,SUCCESS,1,0,1,25.9,7.4961,0.027,259,2.0,0.0,0.001026,8e-06,258,0.0,4,2,1
dynamic,45,E_indep,SUCCESS,1,0,1,28.8,8.5191,0.027,288,2.0,0.0,0.001026,7e-06,287,0.2125,4,2,1
dynamic,45,F_full,SUCCESS,1,0,1,28.8,8.5191,0.027,288,6.0,0.2125,0.001026,7e-06,287,0.2125,4,2,1
dynamic,45,Fminus_nogap,SUCCESS,1,0,1,25.9,7.501,0.027,259,6.0,0.1395,0.001026,8e-06,258,0.1395,4,2,1
narrowdyn,45,A_stock,COLLISION,0,1,0,7.6,2.5478,-0.0313,76,2.0,0.0,0.0,0.0,0,0.0,13,2,1
narrowdyn,45,C_escape,COLLISION,0,1,0,7.6,2.5478,-0.0313,76,2.0,0.0,0.0,0.0,0,0.0,13,2,1
narrowdyn,45,D_cbf,COLLISION,0,1,0,7.3,2.1145,-0.0315,73,2.0,0.0,0.300604,0.010693,72,0.0,13,2,1
narrowdyn,45,E_indep,COLLISION,0,1,0,7.3,2.1145,-0.0315,73,2.0,0.0,0.300604,0.010693,72,0.0,13,2,1
narrowdyn,45,F_full,COLLISION,0,1,0,7.3,2.1145,-0.0315,73,2.0,0.0,0.300604,0.010693,72,0.0,13,2,1
narrowdyn,45,Fminus_nogap,COLLISION,0,1,0,7.3,2.1145,-0.0315,73,2.0,0.0,0.300604,0.010693,72,0.0,13,2,1
clutter,44,A_stock,TIMEOUT,0,0,0,40.1,3.8829,0.3507,401,2.0,0.0,0.0,0.0,0,0.0,8,0,1
clutter,44,C_escape,TIMEOUT,0,0,0,40.1,3.8812,0.3507,401,2.0,0.0,0.0,0.0,0,0.67,8,0,1
clutter,44,D_cbf,TIMEOUT,0,0,0,40.1,3.8829,0.3507,401,2.0,0.0,0.0,0.0,400,0.0,8,0,1
clutter,44,E_indep,TIMEOUT,0,0,0,40.1,3.8812,0.3507,401,2.0,0.0,0.0,0.0,400,0.67,8,0,1
clutter,44,F_full,TIMEOUT,0,0,0,40.1,3.8812,0.3507,401,6.0,0.67,0.0,0.0,400,0.67,8,0,1
clutter,44,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.8738,0.3507,401,6.0,0.67,0.0,0.0,400,0.67,8,0,1
utrap,44,A_stock,TIMEOUT,0,0,0,40.1,3.1081,0.321,401,2.0,0.0,0.0,0.0,0,0.0,11,0,1
utrap,44,C_escape,SUCCESS,1,0,1,37.1,9.0503,0.3213,371,2.0,0.0,0.0,0.0,0,0.4838,11,0,1
utrap,44,D_cbf,TIMEOUT,0,0,0,40.1,3.1081,0.321,401,2.0,0.0,0.0,0.0,400,0.0,11,0,1
utrap,44,E_indep,SUCCESS,1,0,1,37.1,9.0503,0.3213,371,2.0,0.0,0.0,0.0,370,0.4838,11,0,1
utrap,44,F_full,SUCCESS,1,0,1,37.1,9.0503,0.3213,371,6.0,0.4838,0.0,0.0,370,0.4838,11,0,1
utrap,44,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.0854,0.3202,401,6.0,0.655,0.0,0.0,400,0.655,11,0,1
utrap,45,A_stock,TIMEOUT,0,0,0,40.1,4.4033,0.2946,401,2.0,0.0,0.0,0.0,0,0.0,11,0,1
utrap,45,C_escape,TIMEOUT,0,0,0,40.1,4.2295,0.2946,401,2.0,0.0,0.0,0.0,0,0.735,11,0,1
utrap,45,D_cbf,TIMEOUT,0,0,0,40.1,4.572,0.2946,401,2.0,0.0,0.0,0.0,400,0.0,11,0,1
utrap,45,E_indep,TIMEOUT,0,0,0,40.1,4.4532,0.2946,401,2.0,0.0,0.0,0.0,400,0.7225,11,0,1
utrap,45,F_full,TIMEOUT,0,0,0,40.1,4.4532,0.2946,401,6.0,0.7225,0.0,0.0,400,0.7225,11,0,1
utrap,45,Fminus_nogap,TIMEOUT,0,0,0,40.1,4.5321,0.2946,401,6.0,0.7225,0.0,0.0,400,0.7225,11,0,1
narrowdyn,46,A_stock,COLLISION,0,1,0,8.1,2.2377,-0.0129,81,2.0,0.0,0.0,0.0,0,0.0,13,2,1
narrowdyn,46,C_escape,COLLISION,0,1,0,8.1,2.2377,-0.0129,81,2.0,0.0,0.0,0.0,0,0.0,13,2,1
narrowdyn,46,D_cbf,COLLISION,0,1,0,8.3,2.3226,-0.001,83,2.0,0.0,0.00093,3.6e-05,82,0.0,13,2,1
narrowdyn,46,E_indep,COLLISION,0,1,0,8.3,2.3226,-0.001,83,2.0,0.0,0.00093,3.6e-05,82,0.0,13,2,1
narrowdyn,46,F_full,COLLISION,0,1,0,8.3,2.3226,-0.001,83,2.0,0.0,0.00093,3.6e-05,82,0.0,13,2,1
narrowdyn,46,Fminus_nogap,COLLISION,0,1,0,8.3,2.3226,-0.001,83,2.0,0.0,0.00093,3.6e-05,82,0.0,13,2,1
dynamic,46,A_stock,SUCCESS,1,0,1,27.7,11.8232,0.0463,277,2.0,0.0,0.0,0.0,0,0.0,1,1,1
dynamic,46,C_escape,SUCCESS,1,0,1,27.4,11.6587,0.0375,274,2.0,0.0,0.0,0.0,0,0.4432,1,1,1
dynamic,46,D_cbf,SUCCESS,1,0,1,27.7,11.8234,0.0463,277,2.0,0.0,1e-06,0.0,276,0.0,1,1,1
dynamic,46,E_indep,SUCCESS,1,0,1,27.4,11.6586,0.0375,274,2.0,0.0,1e-06,0.0,273,0.4432,1,1,1
dynamic,46,F_full,SUCCESS,1,0,1,27.4,11.6586,0.0375,274,6.0,0.4286,1e-06,0.0,273,0.4432,1,1,1
dynamic,46,Fminus_nogap,SUCCESS,1,0,1,27.7,11.8311,0.0467,277,6.0,0.4384,1e-06,0.0,276,0.4529,1,1,1
narrowdyn,44,A_stock,TIMEOUT,0,0,0,40.1,4.1198,0.26,401,2.0,0.0,0.0,0.0,0,0.0,13,2,1
narrowdyn,44,C_escape,SUCCESS,1,0,1,32.2,7.9913,0.3271,322,2.0,0.0,0.0,0.0,0,0.433,13,2,1
narrowdyn,44,D_cbf,TIMEOUT,0,0,0,40.1,4.1203,0.2707,401,2.0,0.0,0.000147,1e-06,400,0.0,13,2,1
narrowdyn,44,E_indep,SUCCESS,1,0,1,32.2,7.9913,0.3271,322,2.0,0.0,1e-06,0.0,321,0.433,13,2,1
narrowdyn,44,F_full,SUCCESS,1,0,1,32.2,7.9913,0.3271,322,6.0,0.4299,1e-06,0.0,321,0.433,13,2,1
narrowdyn,44,Fminus_nogap,TIMEOUT,0,0,0,40.1,4.1319,0.2676,401,6.0,0.665,0.000135,1e-06,400,0.6875,13,2,1
dynamic,47,A_stock,SUCCESS,1,0,1,17.1,6.3223,0.4119,171,2.0,0.0,0.0,0.0,0,0.0,1,1,1
dynamic,47,C_escape,SUCCESS,1,0,1,17.1,6.3223,0.4119,171,2.0,0.0,0.0,0.0,0,0.0,1,1,1
dynamic,47,D_cbf,SUCCESS,1,0,1,17.1,6.3223,0.4119,171,2.0,0.0,1e-06,0.0,170,0.0,1,1,1
dynamic,47,E_indep,SUCCESS,1,0,1,17.1,6.3223,0.4119,171,2.0,0.0,1e-06,0.0,170,0.0,1,1,1
dynamic,47,F_full,SUCCESS,1,0,1,17.1,6.3223,0.4119,171,2.0,0.0,1e-06,0.0,170,0.0,1,1,1
dynamic,47,Fminus_nogap,SUCCESS,1,0,1,17.1,6.3223,0.4119,171,2.0,0.0,1e-06,0.0,170,0.0,1,1,1
utrap,46,A_stock,TIMEOUT,0,0,0,40.1,2.6631,0.3213,401,2.0,0.0,0.0,0.0,0,0.0,11,0,1
utrap,46,C_escape,SUCCESS,1,0,1,36.1,9.2749,0.3141,361,2.0,0.0,0.0,0.0,0,0.4444,11,0,1
utrap,46,D_cbf,TIMEOUT,0,0,0,40.1,2.6631,0.3213,401,2.0,0.0,0.0,0.0,400,0.0,11,0,1
utrap,46,E_indep,SUCCESS,1,0,1,36.1,9.2834,0.3146,361,2.0,0.0,0.0,0.0,360,0.4444,11,0,1
utrap,46,F_full,SUCCESS,1,0,1,36.1,9.2834,0.3146,361,6.0,0.4444,0.0,0.0,360,0.4444,11,0,1
utrap,46,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.6062,0.3258,401,6.0,0.6075,0.0,0.0,400,0.6075,11,0,1
utrap,47,A_stock,TIMEOUT,0,0,0,40.1,2.3058,0.3219,401,2.0,0.0,0.0,0.0,0,0.0,9,0,1
utrap,47,C_escape,SUCCESS,1,0,1,22.8,6.7014,0.3172,228,2.0,0.0,0.0,0.0,0,0.2379,9,0,1
utrap,47,D_cbf,TIMEOUT,0,0,0,40.1,2.3058,0.3219,401,2.0,0.0,0.0,0.0,400,0.0,9,0,1
utrap,47,E_indep,SUCCESS,1,0,1,22.8,6.7014,0.3172,228,2.0,0.0,0.0,0.0,227,0.2379,9,0,1
utrap,47,F_full,SUCCESS,1,0,1,22.8,6.7014,0.3172,228,6.0,0.2379,0.0,0.0,227,0.2379,9,0,1
utrap,47,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.3012,0.3219,401,6.0,0.805,0.0,0.0,400,0.805,9,0,1
clutter,46,A_stock,TIMEOUT,0,0,0,40.1,3.5638,0.3309,401,2.0,0.0,0.0,0.0,0,0.0,8,0,1
clutter,46,C_escape,TIMEOUT,0,0,0,40.1,3.5467,0.3326,401,2.0,0.0,0.0,0.0,0,0.6775,8,0,1
clutter,46,D_cbf,TIMEOUT,0,0,0,40.1,3.5638,0.3309,401,2.0,0.0,0.0,0.0,400,0.0,8,0,1
clutter,46,E_indep,TIMEOUT,0,0,0,40.1,3.5467,0.3326,401,2.0,0.0,0.0,0.0,400,0.6775,8,0,1
clutter,46,F_full,TIMEOUT,0,0,0,40.1,3.5467,0.3326,401,6.0,0.6775,0.0,0.0,400,0.6775,8,0,1
clutter,46,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.5544,0.3325,401,6.0,0.6775,0.0,0.0,400,0.6775,8,0,1
clutter,48,A_stock,SUCCESS,1,0,1,15.9,6.1516,0.4076,159,2.0,0.0,0.0,0.0,0,0.0,8,0,1
clutter,48,C_escape,SUCCESS,1,0,1,15.9,6.1516,0.4076,159,2.0,0.0,0.0,0.0,0,0.0,8,0,1
clutter,48,D_cbf,SUCCESS,1,0,1,15.9,6.1516,0.4076,159,2.0,0.0,0.0,0.0,158,0.0,8,0,1
clutter,48,E_indep,SUCCESS,1,0,1,15.9,6.1516,0.4076,159,2.0,0.0,0.0,0.0,158,0.0,8,0,1
clutter,48,F_full,SUCCESS,1,0,1,15.9,6.1516,0.4076,159,2.0,0.0,0.0,0.0,158,0.0,8,0,1
clutter,48,Fminus_nogap,SUCCESS,1,0,1,15.9,6.1516,0.4076,159,2.0,0.0,0.0,0.0,158,0.0,8,0,1
narrowdyn,47,A_stock,TIMEOUT,0,0,0,40.1,2.3078,0.3219,401,2.0,0.0,0.0,0.0,0,0.0,10,1,1
narrowdyn,47,C_escape,SUCCESS,1,0,1,22.8,6.699,0.3178,228,2.0,0.0,0.0,0.0,0,0.2379,10,1,1
narrowdyn,47,D_cbf,TIMEOUT,0,0,0,40.1,2.3078,0.3219,401,2.0,0.0,0.0,0.0,400,0.0,10,1,1
narrowdyn,47,E_indep,SUCCESS,1,0,1,22.8,6.699,0.3178,228,2.0,0.0,0.0,0.0,227,0.2379,10,1,1
narrowdyn,47,F_full,SUCCESS,1,0,1,22.8,6.699,0.3178,228,6.0,0.2379,0.0,0.0,227,0.2379,10,1,1
narrowdyn,47,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.3026,0.3219,401,6.0,0.805,0.0,0.0,400,0.805,10,1,1
dynamic,48,A_stock,SUCCESS,1,0,1,19.1,6.4844,0.3111,191,2.0,0.0,0.0,0.0,0,0.0,3,2,1
dynamic,48,C_escape,SUCCESS,1,0,1,18.7,6.3489,0.3111,187,2.0,0.0,0.0,0.0,0,0.1505,3,2,1
dynamic,48,D_cbf,SUCCESS,1,0,1,19.2,6.5245,0.3121,192,2.0,0.0,0.000394,3e-06,191,0.0,3,2,1
dynamic,48,E_indep,SUCCESS,1,0,1,18.8,6.4466,0.3121,188,2.0,0.0,0.000394,3e-06,187,0.1604,3,2,1
dynamic,48,F_full,SUCCESS,1,0,1,18.8,6.4466,0.3121,188,6.0,0.1604,0.000394,3e-06,187,0.1604,3,2,1
dynamic,48,Fminus_nogap,SUCCESS,1,0,1,19.2,6.5213,0.3121,192,6.0,0.1832,0.000394,3e-06,191,0.1832,3,2,1
dynamic,49,A_stock,COLLISION,0,1,0,7.5,3.18,-0.0009,75,2.0,0.0,0.0,0.0,0,0.0,3,2,1
dynamic,49,C_escape,COLLISION,0,1,0,7.5,3.18,-0.0009,75,2.0,0.0,0.0,0.0,0,0.0,3,2,1
dynamic,49,D_cbf,COLLISION,0,1,0,7.7,3.2527,-0.0012,77,2.0,0.0,0.000247,8e-06,76,0.0,3,2,1
dynamic,49,E_indep,COLLISION,0,1,0,7.7,3.2527,-0.0012,77,2.0,0.0,0.000247,8e-06,76,0.0,3,2,1
dynamic,49,F_full,COLLISION,0,1,0,7.7,3.2527,-0.0012,77,2.0,0.0,0.000247,8e-06,76,0.0,3,2,1
dynamic,49,Fminus_nogap,COLLISION,0,1,0,7.7,3.2527,-0.0012,77,2.0,0.0,0.000247,8e-06,76,0.0,3,2,1
clutter,49,A_stock,SUCCESS,1,0,1,15.2,5.9407,0.4841,152,2.0,0.0,0.0,0.0,0,0.0,5,0,1
clutter,49,C_escape,SUCCESS,1,0,1,15.2,5.9407,0.4841,152,2.0,0.0,0.0,0.0,0,0.0,5,0,1
clutter,49,D_cbf,SUCCESS,1,0,1,15.2,5.9407,0.4841,152,2.0,0.0,0.0,0.0,151,0.0,5,0,1
clutter,49,E_indep,SUCCESS,1,0,1,15.2,5.9407,0.4841,152,2.0,0.0,0.0,0.0,151,0.0,5,0,1
clutter,49,F_full,SUCCESS,1,0,1,15.2,5.9407,0.4841,152,2.0,0.0,0.0,0.0,151,0.0,5,0,1
clutter,49,Fminus_nogap,SUCCESS,1,0,1,15.2,5.9407,0.4841,152,2.0,0.0,0.0,0.0,151,0.0,5,0,1
utrap,48,A_stock,TIMEOUT,0,0,0,40.1,2.1881,0.335,401,2.0,0.0,0.0,0.0,0,0.0,11,0,1
utrap,48,C_escape,SUCCESS,1,0,1,36.1,7.3794,0.327,361,2.0,0.0,0.0,0.0,0,0.1972,11,0,1
utrap,48,D_cbf,TIMEOUT,0,0,0,40.1,2.1881,0.335,401,2.0,0.0,0.0,0.0,400,0.0,11,0,1
utrap,48,E_indep,SUCCESS,1,0,1,36.1,7.3794,0.327,361,2.0,0.0,0.0,0.0,360,0.1972,11,0,1
utrap,48,F_full,SUCCESS,1,0,1,36.1,7.3794,0.327,361,6.0,0.1972,0.0,0.0,360,0.1972,11,0,1
utrap,48,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.192,0.3361,401,6.0,0.6475,0.0,0.0,400,0.6475,11,0,1
