family,seed,config,outcome,success,collided,reached,time_to_goal,path_length,min_clearance,steps,alpha_max,alpha_escape_frac,slack_max,slack_mean,cbf_active_steps,entrapped_frac,n_obstacles,n_dynamic,feasible
utrap,33,A_stock,TIMEOUT,0,0,0,40.1,2.8697,0.3312,401,2.0,0.0,0.0,0.0,0,0.0,10,0,1
utrap,33,C_escape,SUCCESS,1,0,1,25.0,7.3494,0.315,250,2.0,0.0,0.0,0.0,0,0.2329,10,0,1
utrap,33,D_cbf,TIMEOUT,0,0,0,40.1,2.8697,0.3312,401,2.0,0.0,0.0,0.0,400,0.0,10,0,1
utrap,33,E_indep,SUCCESS,1,0,1,25.0,7.3494,0.315,250,2.0,0.0,0.0,0.0,249,0.2329,10,0,1
utrap,33,F_full,SUCCESS,1,0,1,25.0,7.3494,0.315,250,6.0,0.2329,0.0,0.0,249,0.2329,10,0,1
utrap,33,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.8527,0.3319,401,6.0,0.745,0.0,0.0,400,0.745,10,0,1
narrowdyn,29,A_stock,TIMEOUT,0,0,0,40.1,3.8296,0.0173,401,2.0,0.0,0.0,0.0,0,0.0,14,1,1
narrowdyn,29,C_escape,TIMEOUT,0,0,0,40.1,11.856,0.0173,401,2.0,0.0,0.0,0.0,0,0.805,14,1,1
narrowdyn,29,D_cbf,TIMEOUT,0,0,0,40.1,3.8947,0.0258,401,2.0,0.0,0.00403,2.5e-05,400,0.0,14,1,1
narrowdyn,29,E_indep,SUCCESS,1,0,1,36.4,12.4578,0.0258,364,2.0,0.0,0.00403,3.1e-05,363,0.6253,14,1,1
narrowdyn,29,F_full,TIMEOUT,0,0,0,40.1,12.1045,0.0258,401,6.0,0.815,0.001054,5e-06,400,0.815,14,1,1
narrowdyn,29,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.7893,0.0258,401,6.0,0.815,0.001054,5e-06,400,0.815,14,1,1
dynamic,34,A_stock,COLLISION,0,1,0,6.9,2.6812,-0.0051,69,2.0,0.0,0.0,0.0,0,0.0,1,1,1
dynamic,34,C_escape,COLLISION,0,1,0,6.9,2.6812,-0.0051,69,2.0,0.0,0.0,0.0,0,0.0,1,1,1
dynamic,34,D_cbf,COLLISION,0,1,0,7.3,2.7925,-0.0007,73,2.0,0.0,0.000679,1.4e-05,72,0.0,1,1,1
dynamic,34,E_indep,COLLISION,0,1,0,7.3,2.7925,-0.0007,73,2.0,0.0,0.000679,1.4e-05,72,0.0,1,1,1
dynamic,34,F_full,COLLISION,0,1,0,7.3,2.7925,-0.0007,73,2.0,0.0,0.000679,1.4e-05,72,0.0,1,1,1
dynamic,34,Fminus_nogap,COLLISION,0,1,0,7.3,2.7925,-0.0007,73,2.0,0.0,0.000679,1.4e-05,72,0.0,1,1,1
clutter,34,A_stock,TIMEOUT,0,0,0,40.1,2.4899,0.3515,401,2.0,0.0,0.0,0.0,0,0.0,8,0,1
clutter,34,C_escape,SUCCESS,1,0,1,25.3,7.2347,0.3357,253,2.0,0.0,0.0,0.0,0,0.0833,8,0,1
clutter,34,D_cbf,TIMEOUT,0,0,0,40.1,2.4899,0.3515,401,2.0,0.0,0.0,0.0,400,0.0,8,0,1
clutter,34,E_indep,SUCCESS,1,0,1,25.3,7.2347,0.3357,253,2.0,0.0,0.0,0.0,252,0.0833,8,0,1
clutter,34,F_full,SUCCESS,1,0,1,25.3,7.2347,0.3357,253,6.0,0.0833,0.0,0.0,252,0.0833,8,0,1
clutter,34,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.4949,0.3509,401,6.0,0.7,0.0,0.0,400,0.7,8,0,1
narrowdyn,33,A_stock,TIMEOUT,0,0,0,40.1,2.8697,0.3312,401,2.0,0.0,0.0,0.0,0,0.0,11,1,1
narrowdyn,33,C_escape,SUCCESS,1,0,1,25.0,7.3494,0.315,250,2.0,0.0,0.0,0.0,0,0.2329,11,1,1
narrowdyn,33,D_cbf,TIMEOUT,0,0,0,40.1,2.8697,0.3312,401,2.0,0.0,0.0,0.0,400,0.0,11,1,1
narrowdyn,33,E_indep,SUCCESS,1,0,1,25.0,7.3494,0.315,250,2.0,0.0,0.0,0.0,249,0.2329,11,1,1
narrowdyn,33,F_full,SUCCESS,1,0,1,25.0,7.3494,0.315,250,6.0,0.2329,0.0,0.0,249,0.2329,11,1,1
narrowdyn,33,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.8527,0.3319,401,6.0,0.745,0.0,0.0,400,0.745,11,1,1
clutter,33,A_stock,TIMEOUT,0,0,0,40.1,2.5279,0.3217,401,2.0,0.0,0.0,0.0,0,0.0,8,0,1
clutter,33,C_escape,TIMEOUT,0,0,0,40.1,2.5477,0.323,401,2.0,0.0,0.0,0.0,0,0.6225,8,0,1
clutter,33,D_cbf,TIMEOUT,0,0,0,40.1,2.5279,0.3217,401,2.0,0.0,0.0,0.0,400,0.0,8,0,1
clutter,33,E_indep,TIMEOUT,0,0,0,40.1,2.5477,0.323,401,2.0,0.0,0.0,0.0,400,0.6225,8,0,1
clutter,33,F_full,TIMEOUT,0,0,0,40.1,2.5477,0.323,401,6.0,0.6225,0.0,0.0,400,0.6225,8,0,1
clutter,33,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.5178,0.3223,401,6.0,0.6525,0.0,0.0,400,0.6525,8,0,1
dynamic,35,A_stock,SUCCESS,1,0,1,19.2,7.7292,0.0623,192,2.0,0.0,0.0,0.0,0,0.0,2,1,1
dynamic,35,C_escape,SUCCESS,1,0,1,19.2,7.7281,0.0623,192,2.0,0.0,0.0,0.0,0,0.0733,2,1,1
dynamic,35,D_cbf,SUCCESS,1,0,1,19.0,7.6791,0.0603,190,2.0,0.0,0.000293,2e-06,189,0.0,2,1,1
dynamic,35,E_indep,SUCCESS,1,0,1,19.0,7.6809,0.0603,190,2.0,0.0,0.000293,2e-06,189,0.0847,2,1,1
dynamic,35,F_full,SUCCESS,1,0,1,19.0,7.6809,0.0603,190,6.0,0.0847,0.000293,2e-06,189,0.0847,2,1,1
dynamic,35,Fminus_nogap,SUCCESS,1,0,1,19.0,7.6799,0.0603,190,6.0,0.0847,0.000293,2e-06,189,0.0847,2,1,1
narrowdyn,32,A_stock,TIMEOUT,0,0,0,40.1,3.5453,0.3168,401,2.0,0.0,0.0,0.0,0,0.0,12,1,1
narrowdyn,32,C_escape,TIMEOUT,0,0,0,40.1,12.0263,0.1642,401,2.0,0.0,0.0,0.0,0,0.4675,12,1,1
narrowdyn,32,D_cbf,TIMEOUT,0,0,0,40.1,3.5453,0.3168,401,2.0,0.0,0.0,0.0,400,0.0,12,1,1
narrowdyn,32,E_indep,TIMEOUT,0,0,0,40.1,12.0263,0.1642,401,2.0,0.0,1e-06,0.0,400,0.4675,12,1,1
narrowdyn,32,F_full,TIMEOUT,0,0,0,40.1,12.0263,0.1642,401,6.0,0.4675,1e-06,0.0,400,0.4675,12,1,1
narrowdyn,32,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.5341,0.3164,401,6.0,0.6775,0.0,0.0,400,0.6775,12,1,1
narrowdyn,34,A_stock,TIMEOUT,0,0,0,40.1,3.8401,0.2633,401,2.0,0.0,0.0,0.0,0,0.0,14,2,1
narrowdyn,34,C_escape,SUCCESS,1,0,1,28.1,9.2161,0.2633,281,2.0,0.0,0.0,0.0,0,0.3357,14,2,1
narrowdyn,34,D_cbf,TIMEOUT,0,0,0,40.1,3.8401,0.2633,401,2.0,0.0,0.0,0.0,400,0.0,14,2,1
narrowdyn,34,E_indep,SUCCESS,1,0,1,28.1,9.2161,0.2633,281,2.0,0.0,0.0,0.0,280,0.3357,14,2,1
narrowdyn,34,F_full,SUCCESS,1,0,1,28.1,9.2161,0.2633,281,6.0,0.3357,0.0,0.0,280,0.3357,14,2,1
narrowdyn,34,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.8554,0.2633,401,6.0,0.4675,0.0,0.0,400,0.4675,14,2,1
clutter,36,A_stock,SUCCESS,1,0,1,15.5,5.9861,0.382,155,2.0,0.0,0.0,0.0,0,0.0,6,0,1
clutter,36,C_escape,SUCCESS,1,0,1,15.5,5.9861,0.382,155,2.0,0.0,0.0,0.0,0,0.0,6,0,1
clutter,36,D_cbf,SUCCESS,1,0,1,15.5,5.9861,0.382,155,2.0,0.0,0.0,0.0,154,0.0,6,0,1
clutter,36,E_indep,SUCCESS,1,0,1,15.5,5.9861,0.382,155,2.0,0.0,0.0,0.0,154,0.0,6,0,1
clutter,36,F_full,SUCCESS,1,0,1,15.5,5.9861,0.382,155,2.0,0.0,0.0,0.0,154,0.0,6,0,1
clutter,36,Fminus_nogap,SUCCESS,1,0,1,15.5,5.9861,0.382,155,2.0,0.0,0.0,0.0,154,0.0,6,0,1
utrap,34,A_stock,TIMEOUT,0,0,0,40.1,3.1489,0.3229,401,2.0,0.0,0.0,0.0,0,0.0,12,0,1
utrap,34,C_escape,TIMEOUT,0,0,0,40.1,9.3916,0.3137,401,2.0,0.0,0.0,0.0,0,0.495,12,0,1
utrap,34,D_cbf,TIMEOUT,0,0,0,40.1,3.149,0.3229,401,2.0,0.0,0.0,0.0,400,0.0,12,0,1
utrap,34,E_indep,TIMEOUT,0,0,0,40.1,9.3916,0.3137,401,2.0,0.0,0.0,0.0,400,0.495,12,0,1
utrap,34,F_full,TIMEOUT,0,0,0,40.1,9.3916,0.3137,401,6.0,0.495,0.0,0.0,400,0.495,12,0,1
utrap,34,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.1493,0.3279,401,6.0,0.5725,0.0,0.0,400,0.5725,12,0,1
clutter,35,A_stock,TIMEOUT,0,0,0,40.1,2.659,0.3413,401,2.0,0.0,0.0,0.0,0,0.0,6,0,1
clutter,35,C_escape,TIMEOUT,0,0,0,40.1,4.8094,0.3127,401,2.0,0.0,0.0,0.0,0,0.53,6,0,1
clutter,35,D_cbf,TIMEOUT,0,0,0,40.1,2.659,0.3413,401,2.0,0.0,0.0,0.0,400,0.0,6,0,1
clutter,35,E_indep,TIMEOUT,0,0,0,40.1,4.8094,0.3127,401,2.0,0.0,0.0,0.0,400,0.53,6,0,1
clutter,35,F_full,TIMEOUT,0,0,0,40.1,4.8094,0.3127,401,6.0,0.53,0.0,0.0,400,0.53,6,0,1
clutter,35,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.6619,0.3421,401,6.0,0.6325,0.0,0.0,400,0.6325,6,0,1
dynamic,36,A_stock,SUCCESS,1,0,1,27.9,11.6653,0.0423,279,2.0,0.0,0.0,0.0,0,0.0,2,1,1
dynamic,36,C_escape,SUCCESS,1,0,1,27.5,11.5557,0.0248,275,2.0,0.0,0.0,0.0,0,0.4161,2,1,1
dynamic,36,D_cbf,SUCCESS,1,0,1,29.9,12.4956,0.0365,299,2.0,0.0,0.000226,1e-06,298,0.0,2,1,1
dynamic,36,E_indep,COLLISION,0,1,0,11.2,4.4941,-0.0137,112,2.0,0.0,0.011325,0.000454,111,0.4234,2,1,1
dynamic,36,F_full,COLLISION,0,1,0,11.2,4.4941,-0.0137,112,6.0,0.3514,0.011325,0.000454,111,0.4234,2,1,1
dynamic,36,Fminus_nogap,SUCCESS,1,0,1,30.0,12.4879,0.0363,300,6.0,0.4615,0.000226,1e-06,299,0.4749,2,1,1
clutter,37,A_stock,SUCCESS,1,0,1,15.3,5.869,0.326,153,2.0,0.0,0.0,0.0,0,0.0,5,0,1
clutter,37,C_escape,SUCCESS,1,0,1,15.3,5.869,0.326,153,2.0,0.0,0.0,0.0,0,0.0,5,0,1
clutter,37,D_cbf,SUCCESS,1,0,1,15.3,5.869,0.326,153,2.0,0.0,0.0,0.0,152,0.0,5,0,1
clutter,37,E_indep,SUCCESS,1,0,1,15.3,5.869,0.326,153,2.0,0.0,0.0,0.0,152,0.0,5,0,1
clutter,37,F_full,SUCCESS,1,0,1,15.3,5.869,0.326,153,2.0,0.0,0.0,0.0,152,0.0,5,0,1
clutter,37,Fminus_nogap,SUCCESS,1,0,1,15.3,5.869,0.326,153,2.0,0.0,0.0,0.0,152,0.0,5,0,1
dynamic,37,A_stock,COLLISION,0,1,0,6.9,2.8459,-0.0054,69,2.0,0.0,0.0,0.0,0,0.0,2,2,1
dynamic,37,C_escape,COLLISION,0,1,0,6.9,2.8459,-0.0054,69,2.0,0.0,0.0,0.0,0,0.0,2,2,1
dynamic,37,D_cbf,SUCCESS,1,0,1,23.0,5.9531,0.0427,230,2.0,0.0,0.014654,0.000691,229,0.0,2,2,1
dynamic,37,E_indep,SUCCESS,1,0,1,23.3,6.1477,0.0427,233,2.0,0.0,0.014654,0.000677,232,0.1595,2,2,1
dynamic,37,F_full,SUCCESS,1,0,1,23.2,6.1186,0.0427,232,6.0,0.1602,0.014654,0.000675,231,0.1602,2,2,1
dynamic,37,Fminus_nogap,SUCCESS,1,0,1,23.0,5.9558,0.0427,230,6.0,0.1441,0.014654,0.000687,229,0.1441,2,2,1
utrap,36,A_stock,TIMEOUT,0,0,0,40.1,3.0452,0.3227,401,2.0,0.0,0.0,0.0,0,0.0,10,0,1
utrap,36,C_escape,SUCCESS,1,0,1,36.8,8.6461,0.3205,368,2.0,0.0,0.0,0.0,0,0.4114,10,0,1
utrap,36,D_cbf,TIMEOUT,0,0,0,40.1,3.0452,0.3227,401,2.0,0.0,0.0,0.0,400,0.0,10,0,1
utrap,36,E_indep,SUCCESS,1,0,1,36.8,8.6461,0.3205,368,2.0,0.0,0.0,0.0,367,0.4114,10,0,1
utrap,36,F_full,SUCCESS,1,0,1,36.8,8.6461,0.3205,368,6.0,0.4114,0.0,0.0,367,0.4114,10,0,1
utrap,36,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.0496,0.3227,401,6.0,0.6575,0.0,0.0,400,0.6575,10,0,1
utrap,35,A_stock,TIMEOUT,0,0,0,40.1,3.975,0.2985,401,2.0,0.0,0.0,0.0,0,0.0,12,0,1
utrap,35,C_escape,TIMEOUT,0,0,0,40.1,9.952,0.2985,401,2.0,0.0,0.0,0.0,0,0.51,12,0,1
utrap,35,D_cbf,TIMEOUT,0,0,0,40.1,4.0345,0.2989,401,2.0,0.0,0.0,0.0,400,0.0,12,0,1
utrap,35,E_indep,TIMEOUT,0,0,0,40.1,9.9198,0.2983,401,2.0,0.0,0.0,0.0,400,0.5325,12,0,1
utrap,35,F_full,TIMEOUT,0,0,0,40.1,9.9198,0.2983,401,6.0,0.5325,0.0,0.0,400,0.5325,12,0,1
utrap,35,Fminus_nogap,TIMEOUT,0,0,0,40.1,4.0488,0.2989,401,6.0,0.695,0.0,0.0,400,0.695,12,0,1
narrowdyn,37,A_stock,TIMEOUT,0,0,0,40.1,3.9123,0.0456,401,2.0,0.0,0.0,0.0,0,0.0,14,2,1
narrowdyn,37,C_escape,SUCCESS,1,0,1,26.4,9.3476,0.0456,264,2.0,0.0,0.0,0.0,0,0.4106,14,2,1
narrowdyn,37,D_cbf,COLLISION,0,1,0,7.0,2.0216,-0.0039,70,2.0,0.0,0.012504,0.000679,69,0.0,14,2,1
narrowdyn,37,E_indep,COLLISION,0,1,0,7.0,2.0216,-0.0039,70,2.0,0.0,0.012504,0.000679,69,0.0,14,2,1
narrowdyn,37,F_full,COLLISION,0,1,0,7.0,2.0216,-0.0039,70,2.0,0.0,0.012504,0.000679,69,0.0,14,2,1
narrowdyn,37,Fminus_nogap,COLLISION,0,1,0,7.0,2.0216,-0.0039,70,2.0,0.0,0.012504,0.000679,69,0.0,14,2,1
dynamic,38,A_stock,SUCCESS,1,0,1,22.8,6.4824,0.2278,228,2.0,0.0,0.0,0.0,0,0.0,3,2,1
dynamic,38,C_escape,SUCCESS,1,0,1,23.2,6.3448,0.2278,232,2.0,0.0,0.0,0.0,0,0.1126,3,2,1
dynamic,38,D_cbf,SUCCESS,1,0,1,18.6,6.3532,0.2642,186,2.0,0.0,0.003613,3.2e-05,185,0.0,3,2,1
dynamic,38,E_indep,SUCCESS,1,0,1,18.5,6.2915,0.2642,185,2.0,0.0,0.003613,3.2e-05,184,0.1141,3,2,1
dynamic,38,F_full,SUCCESS,1,0,1,18.5,6.2915,0.2642,185,6.0,0.1141,0.003613,3.2e-05,184,0.1141,3,2,1
dynamic,38,Fminus_nogap,SUCCESS,1,0,1,18.6,6.3479,0.2642,186,6.0,0.1189,0.003613,3.2e-05,185,0.1189,3,2,1
narrowdyn,36,A_stock,TIMEOUT,0,0,0,40.1,3.4395,0.2818,401,2.0,0.0,0.0,0.0,0,0.0,12,2,1
narrowdyn,36,C_escape,SUCCESS,1,0,1,32.8,8.4432,0.2818,328,2.0,0.0,0.0,0.0,0,0.4098,12,2,1
narrowdyn,36,D_cbf,TIMEOUT,0,0,0,40.1,3.3688,0.2919,401,2.0,0.0,0.000172,1e-06,400,0.0,12,2,1
narrowdyn,36,E_indep,SUCCESS,1,0,1,32.6,8.3784,0.2919,326,2.0,0.0,0.000172,1e-06,325,0.4062,12,2,1
narrowdyn,36,F_full,SUCCESS,1,0,1,32.6,8.3784,0.2919,326,6.0,0.4062,0.000172,1e-06,325,0.4062,12,2,1
narrowdyn,36,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.3685,0.2919,401,6.0,0.6125,0.000172,1e-06,400,0.6125,12,2,1
narrowdyn,35,A_stock,TIMEOUT,0,0,0,40.1,4.7382,0.0506,401,2.0,0.0,0.0,0.0,0,0.0,14,2,1
narrowdyn,35,C_escape,SUCCESS,1,0,1,33.2,11.148,0.0737,332,2.0,0.0,0.0,0.0,0,0.4713,14,2,1
narrowdyn,35,D_cbf,TIMEOUT,0,0,0,40.1,5.1624,0.0709,401,2.0,0.0,6.9e-05,0.0,400,0.0,14,2,1
narrowdyn,35,E_indep,TIMEOUT,0,0,0,40.1,9.7106,0.0709,401,2.0,0.0,6.9e-05,0.0,400,0.6425,14,2,1
narrowdyn,35,F_full,TIMEOUT,0,0,0,40.1,9.7106,0.0709,401,6.0,0.6425,6.9e-05,0.0,400,0.6425,14,2,1
narrowdyn,35,Fminus_nogap,TIMEOUT,0,0,0,40.1,5.1337,0.0709,401,6.0,0.7225,6.9e-05,0.0,400,0.7225,14,2,1
utrap,37,A_stock,TIMEOUT,0,0,0,40.1,3.0375,0.3831,401,2.0,0.0,0.0,0.0,0,0.0,12,0,1
utrap,37,C_escape,SUCCESS,1,0,1,39.6,9.2384,0.3265,396,2.0,0.0,0.0,0.0,0,0.4354,12,0,1
utrap,37,D_cbf,TIMEOUT,0,0,0,40.1,3.0375,0.3831,401,2.0,0.0,0.0,0.0,400,0.0,12,0,1
utrap,37,E_indep,SUCCESS,1,0,1,39.6,9.2384,0.3265,396,2.0,0.0,0.0,0.0,395,0.4354,12,0,1
utrap,37,F_full,SUCCESS,1,0,1,39.6,9.2384,0.3265,396,6.0,0.4354,0.0,0.0,395,0.4354,12,0,1
utrap,37,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.0388,0.3923,401,6.0,0.7025,0.0,0.0,400,0.7025,12,0,1
dynamic,39,A_stock,SUCCESS,1,0,1,16.5,6.5301,0.1337,165,2.0,0.0,0.0,0.0,0,0.0,2,1,1
dynamic,39,C_escape,SUCCESS,1,0,1,16.5,6.5301,0.1337,165,2.0,0.0,0.0,0.0,0,0.0,2,1,1
dynamic,39,D_cbf,SUCCESS,1,0,1,16.6,6.5483,0.1347,166,2.0,0.0,0.000972,6e-06,165,0.0,2,1,1
dynamic,39,E_indep,SUCCESS,1,0,1,16.6,6.5483,0.1347,166,2.0,0.0,0.000972,6e-06,165,0.0,2,1,1
dynamic,39,F_full,SUCCESS,1,0,1,16.6,6.5483,0.1347,166,2.0,0.0,0.000972,6e-06,165,0.0,2,1,1
dynamic,39,Fminus_nogap,SUCCESS,1,0,1,16.6,6.5483,0.1347,166,2.0,0.0,0.000972,6e-06,165,0.0,2,1,1
utrap,38,A_stock,TIMEOUT,0,0,0,40.1,3.2388,0.3191,401,2.0,0.0,0.0,0.0,0,0.0,11,0,1
utrap,38,C_escape,SUCCESS,1,0,1,36.6,9.9323,0.3191,366,2.0,0.0,0.0,0.0,0,0.3342,11,0,1
utrap,38,D_cbf,TIMEOUT,0,0,0,40.1,3.2388,0.3191,401,2.0,0.0,0.0,0.0,400,0.0,11,0,1
utrap,38,E_indep,SUCCESS,1,0,1,36.6,9.9314,0.3191,366,2.0,0.0,0.0,0.0,365,0.3342,11,0,1
utrap,38,F_full,SUCCESS,1,0,1,36.6,9.9314,0.3191,366,6.0,0.3342,0.0,0.0,365,0.3342,11,0,1
utrap,38,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.2444,0.3191,401,6.0,0.59,0.0,0.0,400,0.59,11,0,1
clutter,38,A_stock,TIMEOUT,0,0,0,40.1,2.8261,0.3283,401,2.0,0.0,0.0,0.0,0,0.0,9,0,1
clutter,38,C_escape,TIMEOUT,0,0,0,40.1,2.937,0.3267,401,2.0,0.0,0.0,0.0,0,0.5275,9,0,1
clutter,38,D_cbf,TIMEOUT,0,0,0,40.1,2.8261,0.3283,401,2.0,0.0,0.0,0.0,400,0.0,9,0,1
clutter,38,E_indep,TIMEOUT,0,0,0,40.1,2.937,0.3267,401,2.0,0.0,0.0,0.0,400,0.5275,9,0,1
clutter,38,F_full,TIMEOUT,0,0,0,40.1,2.937,0.3267,401,6.0,0.5275,0.0,0.0,400,0.5275,9,0,1
clutter,38,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.8188,0.3305,401,6.0,0.615,0.0,0.0,400,0.615,9,0,1
utrap,39,A_stock,TIMEOUT,0,0,0,40.1,1.5546,0.3362,401,2.0,0.0,0.0,0.0,0,0.0,11,0,1
utrap,39,C_escape,SUCCESS,1,0,1,33.5,6.6716,0.3237,335,2.0,0.0,0.0,0.0,0,0.1707,11,0,1
utrap,39,D_cbf,TIMEOUT,0,0,0,40.1,1.5546,0.3362,401,2.0,0.0,0.0,0.0,400,0.0,11,0,1
utrap,39,E_indep,SUCCESS,1,0,1,33.5,6.6716,0.3237,335,2.0,0.0,0.0,0.0,334,0.1707,11,0,1
utrap,39,F_full,SUCCESS,1,0,1,33.5,6.6716,0.3237,335,6.0,0.1707,0.0,0.0,334,0.1707,11,0,1
utrap,39,Fminus_nogap,TIMEOUT,0,0,0,40.1,1.5447,0.3362,401,6.0,0.765,0.0,0.0,400,0.765,11,0,1
clutter,40,A_stock,SUCCESS,1,0,1,15.5,6.0864,0.3259,155,2.0,0.0,0.0,0.0,0,0.0,6,0,1
clutter,40,C_escape,SUCCESS,1,0,1,15.5,6.0864,0.3259,155,2.0,0.0,0.0,0.0,0,0.0,6,0,1
clutter,40,D_cbf,SUCCESS,1,0,1,15.5,6.0864,0.3259,155,2.0,0.0,0.0,0.0,154,0.0,6,0,1
clutter,40,E_indep,SUCCESS,1,0,1,15.5,6.0864,0.3259,155,2.0,0.0,0.0,0.0,154,0.0,6,0,1
clutter,40,F_full,SUCCESS,1,0,1,15.5,6.0864,0.3259,155,2.0,0.0,0.0,0.0,154,0.0,6,0,1
clutter,40,Fminus_nogap,SUCCESS,1,0,1,15.5,6.0864,0.3259,155,2.0,0.0,0.0,0.0,154,0.0,6,0,1
dynamic,40,A_stock,SUCCESS,1,0,1,14.1,5.7262,0.106,141,2.0,0.0,0.0,0.0,0,0.0,3,2,1
dynamic,40,C_escape,SUCCESS,1,0,1,14.1,5.7262,0.106,141,2.0,0.0,0.0,0.0,0,0.0,3,2,1
dynamic,40,D_cbf,SUCCESS,1,0,1,14.1,5.719,0.1085,141,2.0,0.0,0.000367,3e-06,140,0.0,3,2,1
dynamic,40,E_indep,SUCCESS,1,0,1,14.1,5.719,0.1085,141,2.0,0.0,0.000367,3e-06,140,0.0,3,2,1
dynamic,40,F_full,SUCCESS,1,0,1,14.1,5.719,0.1085,141,2.0,0.0,0.000367,3e-06,140,0.0,3,2,1
dynamic,40,Fminus_nogap,SUCCESS,1,0,1,14.1,5.719,0.1085,141,2.0,0.0,0.000367,3e-06,140,0.0,3,2,1
narrowdyn,40,A_stock,COLLISION,0,1,0,8.3,2.7918,-0.0084,83,2.0,0.0,0.0,0.0,0,0.0,13,1,1
narrowdyn,40,C_escape,COLLISION,0,1,0,8.3,2.7918,-0.0084,83,2.0,0.0,0.0,0.0,0,0.0,13,1,1
narrowdyn,40,D_cbf,COLLISION,0,1,0,8.4,2.7616,-0.008,84,2.0,0.0,0.001897,4.6e-05,83,0.0,13,1,1
narrowdyn,40,E_indep,COLLISION,0,1,0,8.4,2.7616,-0.008,84,2.0,0.0,0.001897,4.6e-05,83,0.0,13,1,1
narrowdyn,40,F_full,COLLISION,0,1,0,8.4,2.7616,-0.008,84,2.0,0.0,0.001897,4.6e-05,83,0.0,13,1,1
narrowdyn,40,Fminus_nogap,COLLISION,0,1,0,8.4,2.7616,-0.008,84,2.0,0.0,0.001897,4.6e-05,83,0.0,13,1,1
narrowdyn,38,A_stock,TIMEOUT,0,0,0,40.1,3.3847,0.3029,401,2.0,0.0,0.0,0.0,0,0.0,12,1,1
narrowdyn,38,C_escape,SUCCESS,1,0,1,29.6,9.676,0.3018,296,2.0,0.0,0.0,0.0,0,0.4305,12,1,1
narrowdyn,38,D_cbf,TIMEOUT,0,0,0,40.1,3.3845,0.3029,401,2.0,0.0,0.0,0.0,400,0.0,12,1,1
narrowdyn,38,E_indep,SUCCESS,1,0,1,29.6,9.6759,0.3018,296,2.0,0.0,0.0,0.0,295,0.4305,12,1,1
narrowdyn,38,F_full,SUCCESS,1,0,1,29.6,9.6759,0.3018,296,6.0,0.4305,0.0,0.0,295,0.4305,12,1,1
narrowdyn,38,Fminus_nogap,TIMEOUT,0,0,0,40.1,3.3786,0.3029,401,6.0,0.5325,0.0,0.0,400,0.5325,12,1,1
dynamic,41,A_stock,SUCCESS,1,0,1,21.5,5.9893,0.2881,215,2.0,0.0,0.0,0.0,0,0.0,5,2,1
dynamic,41,C_escape,SUCCESS,1,0,1,21.7,6.0094,0.2881,217,2.0,0.0,0.0,0.0,0,0.0509,5,2,1
dynamic,41,D_cbf,SUCCESS,1,0,1,21.3,5.9549,0.2886,213,2.0,0.0,3.9e-05,0.0,212,0.0,5,2,1
dynamic,41,E_indep,SUCCESS,1,0,1,21.8,6.0118,0.2886,218,2.0,0.0,3.9e-05,0.0,217,0.0507,5,2,1
dynamic,41,F_full,SUCCESS,1,0,1,21.8,6.0118,0.2886,218,6.0,0.0507,3.9e-05,0.0,217,0.0507,5,2,1
dynamic,41,Fminus_nogap,SUCCESS,1,0,1,21.3,5.9569,0.2886,213,6.0,0.0566,3.9e-05,0.0,212,0.0566,5,2,1
clutter,39,A_stock,TIMEOUT,0,0,0,40.1,2.8013,0.3243,401,2.0,0.0,0.0,0.0,0,0.0,8,0,1
clutter,39,C_escape,TIMEOUT,0,0,0,40.1,2.8167,0.3308,401,2.0,0.0,0.0,0.0,0,0.6925,8,0,1
clutter,39,D_cbf,TIMEOUT,0,0,0,40.1,2.8013,0.3243,401,2.0,0.0,0.0,0.0,400,0.0,8,0,1
clutter,39,E_indep,TIMEOUT,0,0,0,40.1,2.8167,0.3308,401,2.0,0.0,0.0,0.0,400,0.6925,8,0,1
clutter,39,F_full,TIMEOUT,0,0,0,40.1,2.8167,0.3308,401,6.0,0.6925,0.0,0.0,400,0.6925,8,0,1
clutter,39,Fminus_nogap,TIMEOUT,0,0,0,40.1,2.7747,0.3311,401,6.0,0.7075,0.0,0.0,400,0.7075,8,0,1
narrowdyn,39,A_stock,TIMEOUT,0,0,0,40.1,1.5546,0.3362,401,2.0,0.0,0.0,0.0,0,0.0,12,1,1
narrowdyn,39,C_escape,SUCCESS,1,0,1,33.5,6.6728,0.3247,335,2.0,0.0,0.0,0.0,0,0.1677,12,1,1
